"Name";"n_Bewertungen";"Preiskat";"Adresse";"Stadtteil";"Kat1";"Kat2";"Kat3";"Kat4";"lat";"long"
"Pizzeria ViVo";10;"€";"Sonnenallee 71";"Reuterkiez";"Pizza";"Italienisch";NA;NA;52.4843245;13.4354297
"Pizza Max";4;"€€";"Rotkamp 6";"Hohenschönhausen";"Pizza";NA;NA;NA;52.5612803;13.5093287
"Pepe - pizza al taglio";5;"€";"Rudi-Dutschke-Str. 9";"Kreuzberg";"Pizza";"Italienisch";NA;NA;52.5068624;13.3951826
"Örnek";4;NA;"Prinzenallee 81";"Wedding";"Türkisch";"Pizza";NA;NA;52.5541554;13.3825765
"Julian & Elisa";1;NA;"Markgrafenstr. 41";"Mitte";"Eisdiele & Frozen Yogurt";"Pizza";"Café";NA;52.51489;13.39334
"Modo Mio";7;"€";"Morsestr. 5";"Charlottenburg";"Pizza";NA;NA;NA;52.5216201;13.3225054
"Bye Bye Cavaliere";7;"€";"Proskauer Str. 28";"Friedrichshain";"Pizza";"Italienisch";NA;NA;52.5175489;13.4609439
"ciao bella";0;NA;"Frankfurter Allee 111A";"Friedrichshain";"Italienisch";"Pizza";NA;NA;52.5141924;13.4747477
"La Focacceria";5;NA;"Fuldastr. 53";"Neukölln";"Pizza";"Italienisch";NA;NA;52.4836964;13.4353852
"Ristorante Ischia Di Meglio";19;"€";"Berliner Str. 124";"Wilmersdorf";"Pizza";"Italienisch";NA;NA;52.4863446;13.3191099
"Pizzastation Karlshorst";3;NA;"Treskowallee 31";"Lichtenberg";"Pizza";NA;NA;NA;52.4896474;13.5281747
"Il Mergellina";10;"€€";"Lepsiusstr. 36";"Steglitz";"Italienisch";"Pizza";NA;NA;52.4630409;13.3191531
"Ciao Pizza";12;"€€";"Marienfelder Allee 146";"Tempelhof";"Italienisch";"Pizza";NA;NA;52.4134261;13.3630744
"Pizzeria Europa";9;"€";"Beusselstr. 61";"Tiergarten";"Pizza";"Italienisch";NA;NA;52.5297295;13.3282646
"Milano";13;"€€";"Berliner Str. 18";"Wilmersdorf";"Italienisch";"Pizza";NA;NA;52.4869002;13.3280018
"Aladins Wundersnack";2;NA;"Germaniapromenade 18";"Britz";"Pizza";NA;NA;NA;52.46076;13.43247
"Ristorante Galileo";17;"€";"Otto-von-Simson-Str. 26";"Zehlendorf";"Italienisch";"Pizza";NA;NA;52.4521863;13.2894363
"Aldente";54;"€";"Schönhauser Allee 103";"Prenzlauer Berg";"Italienisch";"Pizza";NA;NA;52.5529013;13.413843
"Ava";5;"€";"Bundesplatz 12";"Wilmersdorf";"Pizza";NA;NA;NA;52.4781855;13.3289065
"Pizza Mois";2;NA;"Reichenberger Str. 176";"Kreuzberg";"Pizza";NA;NA;NA;52.4997045;13.4170335
"Das Pi";7;"€";"Saalestr. 39A";"Neukölln";"Pizza";NA;NA;NA;52.4732641;13.4552762
"Manifattura del Gusto";4;NA;"Rathenaustr. 23";"Köpenick";"Pizza";"Feinkost & Delikatessen";NA;NA;52.4599939;13.5290758
"Pizza Uno";2;"€€";"Frankfurter Allee 244";"Lichtenberg";"Italienisch";"Lieferservice";"Pizza";NA;52.5117014;13.4972595
"Fuki Sushi";33;"€";"Rosenthaler Str. 61";"Mitte";"Sushi";NA;NA;NA;52.5275428;13.4035397
"Akito Sushi Bar";31;"€€";"Reinhardtstr. 6";"Mitte";"Sushi";NA;NA;NA;52.5239124;13.3867527
"Aiko";128;"€€";"Brunnenstr. 193";"Mitte";"Sushi";NA;NA;NA;52.5305539;13.4002445
"Go Go Hachi";59;"€€";"Lotte-Lenya-Bogen 558";"Charlottenburg";"Sushi";"Vietnamesisch";NA;NA;52.5048218;13.3280331
"Akiko Sushi";191;"€";"Ahornstr. 32";"Steglitz";"Sushi";"Japanisch";NA;NA;52.4604673;13.3231439
"Sasaya";241;"€€";"Lychener Str. 50";"Prenzlauer Berg";"Japanisch";"Sushi";NA;NA;52.5443613;13.4185249
"The Sushi Club";31;"€€€";"Mohrenstr. 42";"Mitte";"Sushi";NA;NA;NA;52.5125932;13.394473
"Don Sushi";50;"€";"Niederbarnimstr. 12";"Friedrichshain";"Sushi";NA;NA;NA;52.5133073;13.4579969
"Palace";2;NA;"Dudenstr. 72";"Kreuzberg";"Shisha Bar";"Sushi";"Cocktailbar";NA;52.48531;13.37528
"Ishin";158;"€€";"Mittelstr. 24";"Mitte";"Sushi";NA;NA;NA;52.5180359;13.3867837
"Sushi Bar Ky";62;"€€";"Oderberger Str. 40";"Prenzlauer Berg";"Sushi";"Koreanisch";NA;NA;52.53953;13.40644
"Hanabi Japan";12;"€€";"Rudower Str. 156a";"Neukölln";"Sushi";"Japanisch";NA;NA;52.4326828;13.4721102
"Mikoto Sushi";93;"€€";"Pappelallee 22";"Prenzlauer Berg";"Sushi";"Vietnamesisch";NA;NA;52.5443632;13.4163182
"Hoshi";30;"€€";"Deitmerstr. 14";"Steglitz";"Sushi";NA;NA;NA;52.4597285;13.3242649
"Cube";86;"€";"Zossener Str. 18";"Bergmannkiez";"Sushi";NA;NA;NA;52.4908346;13.3939191
"Tabibito";83;"€€";"Karl-Marx-Str. 56";"Neukölln";"Japanisch";"Sushi";NA;NA;52.4828687;13.431531
"Genki-Sushi";71;"€";"Wilmersdorfer Str. 22";"Charlottenburg";"Sushi";NA;NA;NA;52.51459;13.30459
"Kissho Sushi and more";13;"€€";"Graefestr. 83";"Kreuzberg";"Sushi";NA;NA;NA;52.4939652;13.4187303
"DoHo Sushi";17;"€€";"Dahlmannstr. 14";"Charlottenburg";"Sushi";NA;NA;NA;52.500414;13.3036041
"Sticks’n’Sushi";36;"€€€";"Potsdamer Str. 85";"Tiergarten";"Sushi";"Fischrestaurant";NA;NA;52.5020079;13.3650928
"Roji - Godai no Sekai";2;NA;"Oderbergerstr. 11";"Prenzlauer Berg";"Sushi";"Japanisch";NA;NA;52.5390366;13.4091437
"Lucky Sushi";20;"€€";"Mariendorfer Damm 410";"Tempelhof";"Sushi";NA;NA;NA;52.4185728;13.3984887
"Kimiko-Sushi.de";1;NA;"Holzhauser Str. 48";"Reinickendorf";"Sushi";NA;NA;NA;52.5791494;13.3015684
"Rice In";44;"€€";"Grünberger Str. 88";"Friedrichshain";"Sushi";"Ramen";NA;NA;52.5107483;13.4619634
"Don Sushi 15";21;"€";"Brückenstr. 15";"Mitte";"Sushi";NA;NA;NA;52.511513;13.416606
"IZUMI";77;"€€€";"Kronenstr. 66";"Mitte";"Sushi";NA;NA;NA;52.5112993;13.3888377
"Hangi Sushi";27;"€€";"Zionskirchstr. 42";"Mitte";"Sushi";NA;NA;NA;52.5340411;13.404645
"Mom’s Creations";11;"€";"Elsenstr. 27";"Treptow";"Vegan";"Sushi";NA;NA;52.4889745;13.4535945
"Sakura";24;"€";"Clayallee 352";"Zehlendorf";"Sushi";NA;NA;NA;52.4357269;13.2612676
"Omoni";115;"€€";"Kopenhagener Str. 14";"Prenzlauer Berg";"Sushi";NA;NA;NA;52.5491625;13.4089463
"Cubi";35;"€€";"Havelstr. 2";"Spandau";"Sushi";"Asiatisch";NA;NA;52.5385775;13.2064304
"Mateo-Looi Sushi Restaurant";29;"€€";"Reichsstr. 102";"Charlottenburg";"Sushi";NA;NA;NA;52.5114981;13.2682584
"Ishin";58;"€€";"Schloßstr. 101";"Steglitz";"Sushi";NA;NA;NA;52.4595433;13.3236253
"Ishin";73;"€€";"Charlottenstr. 16";"Mitte";"Sushi";"Japanisch";NA;NA;52.5081473;13.3925185
"Zensation in Berlin";1;NA;"Boxhagener Str. 27";"Friedrichshain";"Sushi";"Vietnamesisch";NA;NA;52.5125295;13.4582575
"Miyaki Sushi";75;"€€";"Boxhagenerstr. 121";"Friedrichshain";"Sushi";NA;NA;NA;52.5140751;13.4544742
"Nikko Sushi";25;"€€";"Laubacher Str. 11";"Schöneberg";"Sushi";NA;NA;NA;52.4707069;13.3202819
"Sy Restaurant Spandau";59;"€€";"Breite Str. 33";"Spandau";"Vietnamesisch";"Sushi";NA;NA;52.5697235;13.4062638
"Der Gaideck";31;"€€";"Heinsestr. 53";"Reinickendorf";"Sushi";NA;NA;NA;52.6192916;13.3047076
"Sushi-club";47;"€€";"Wilhelmstr. 87";"Mitte";"Sushi";NA;NA;NA;52.5130232;13.3816551
"Any Sushi";23;"€";"Hubertusstr. 3";"Steglitz";"Sushi";"Koreanisch";"Vietnamesisch";NA;52.4600345;13.3251933
"Kodama Japan-Restaurant";8;"€€";"Bölschestr. 121";"Köpenick";"Japanisch";"Sushi";NA;NA;52.4492293;13.6242394
"Musashi";79;"€€";"Kottbusser Damm 102";"Reuterkiez";"Sushi";NA;NA;NA;52.4951379;13.421106
"Akito";11;"€€";"Chausseestr. 116";"Mitte";"Sushi";NA;NA;NA;52.5300273;13.3834134
"Sagano";70;"€€";"Kurfürstendamm 182";"Charlottenburg";"Lounge";"Sushi";"Vietnamesisch";NA;52.50031;13.31358
"Restaurant Udagawa";29;"€€";"Feuerbachstr. 24";"Steglitz";"Japanisch";"Sushi";NA;NA;52.4633377;13.329917
"Tabeyo";76;"€€";"Danziger Str. 12";"Prenzlauer Berg";"Sushi";"Salat";NA;NA;52.5403402;13.4149689
"Kuchi";164;"€€€";"Gipsstr. 3";"Mitte";"Japanisch";"Sushi";NA;NA;52.5271845;13.3993081
"Nihombashi";6;NA;"Weinbergsweg 4";"Mitte";"Sushi";NA;NA;NA;52.5307021;13.4023004
"Asaki-Sushi";12;"€€";"Schlossstr. 66a";"Steglitz";"Sushi";NA;NA;NA;52.4537372;13.3168879
"Secret Garden";10;NA;"Warschauer Str. 33";"Friedrichshain";"Sushi";"Vegan";NA;NA;52.5078453;13.4499968
"Restaurant Yama";35;"€€";"Marienburger Str. 48";"Prenzlauer Berg";"Sushi";NA;NA;NA;52.5356018;13.4231355
"Gingi’s Izakaya";81;"€€";"Rykestr. 45";"Prenzlauer Berg";"Sushi";NA;NA;NA;52.5366604;13.4202914
"Yoko Sushi Hellersdorf";14;"€€";"Heidenauerstr. 25";"Hellersdorf";"Sushi";NA;NA;NA;52.5340474;13.6078073
"Fuku Sushi";20;"€€";"Husemannstr. 14";"Prenzlauer Berg";"Sushi";NA;NA;NA;52.5379154;13.4178055
"Ionah";8;"€";"Friedrichshaller Str. 20";"Wilmersdorf";"Vietnamesisch";"Sushi";NA;NA;52.4760199;13.2907862
"Sachiko Sushi";73;"€€€";"Jeanne-Mammen-Bogen 584";"Charlottenburg";"Sushi";NA;NA;NA;52.5046863;13.3237035
"Asian Rolls";1;NA;"Schönhauser Str. 37a";"Pankow";"Sushi";NA;NA;NA;52.59527;13.4231001
"TTP Sushi";86;"€";"Olivaer Platz 6";"Wilmersdorf";"Sushi";"Japanisch";NA;NA;52.4987356;13.3153373
"Sushi 14";16;"€€";"Chausseestr. 14";"Mitte";"Sushi";"Asiatisch";NA;NA;52.5292648;13.3850634
"Lee Vietnamese Kitchen";4;NA;"Große Hamburger Str. 21";"Mitte";"Vietnamesisch";"Sushi";NA;NA;52.524181;13.3992844
"Lua Restaurant";9;"€";"Schwedter Str. 269";"Prenzlauer Berg";"Vietnamesisch";"Sushi";NA;NA;52.5326117;13.4120481
"Mikoto Sushi Vietnam Gourmet";46;"€€";"Skalitzer Str. 73";"Kreuzberg";"Sushi";NA;NA;NA;52.50123;13.44121
"Hello Sushi";8;"€€";"Neue Bahnhofstr. 36";"Friedrichshain";"Sushi";NA;NA;NA;52.5046428;13.4685597
"Imaki Sushi";27;"€€";"Neue Bahnhofstr. 35";"Friedrichshain";"Sushi";NA;NA;NA;52.5048401;13.4686558
"Ishin";117;"€€";"Bundesallee 203";"Wilmersdorf";"Japanisch";"Sushi";NA;NA;52.4941807;13.3312936
"DU-CO Sushi";17;"€";"Alt-Tegel 15";"Reinickendorf";"Sushi";NA;NA;NA;52.5889657;13.280824
"Sushi T.Phu";26;"€";"Berliner Str. 5";"Wilmersdorf";"Sushi";NA;NA;NA;52.4879285;13.3339462
"SushiRolls";1;"€";"Alt- Moabit 73A";"Tiergarten";"Sushi";"Asiatisch";NA;NA;52.52414;13.33285
"Asuka-Sushi";21;"€€";"Gleimstr. 27";"Prenzlauer Berg";"Sushi";NA;NA;NA;52.5472438;13.4119944
"Sake Sushi Bar";24;"€€";"Schlüterstr. 33";"Charlottenburg";"Sushi";NA;NA;NA;52.5032532;13.3168145
"Yasaka";26;"€€";"Tempelhofer Damm 124";"Tempelhof";"Sushi";NA;NA;NA;52.468414;13.385091
"Aki Tatsu";36;"€€";"Winterfeldtstr. 40";"Schöneberg";"Sushi";NA;NA;NA;52.497241;13.3549351
"Yoko Sushi";86;"€€";"Boxhagener Str. 44";"Friedrichshain";"Sushi";NA;NA;NA;52.5102432;13.4641855
"Long";31;"€€";"Tempelhofer Damm 205";"Tempelhof";"Vietnamesisch";"Sushi";NA;NA;52.4576572;13.3844578
"Spandau-Sushi";2;"€";"Lynarstr. 22 - 23";"Spandau";"Sushi";NA;NA;NA;52.5483751;13.2013234
"Tuans Hütte";56;"€€";"Dircksenstr. 40";"Mitte";"Sushi";"Thailändisch";NA;NA;52.523608;13.4069478
"Funa Sushi";6;"€€";"Brückenstr. 27";"Treptow";"Sushi";NA;NA;NA;52.4575605;13.5107787
"Onnoya Ishin";24;"€€";"Hardenbergstr. 19";"Charlottenburg";"Japanisch";"Sushi";NA;NA;52.5070554;13.3294337
"Ha-an Sushi";36;"€€";"Kastanienallee 18";"Prenzlauer Berg";"Vietnamesisch";"Sushi";NA;NA;52.5383347;13.408978
"Nori Sushi";35;"€€";"Trautenaustr. 13";"Wilmersdorf";"Sushi";"Asiatisch";NA;NA;52.49144;13.32717
"Lovely Sushi";5;"€€";"Anton-Saefkow-Platz 4";"Lichtenberg";"Sushi";NA;NA;NA;52.5295629;13.4723767
"Sushi Berlin";16;"€€";"Bismarckstr. 100";"Charlottenburg";"Sushi";NA;NA;NA;52.5116639;13.3122152
"SUSHI 93";26;"€€";"Sonnenallee 98";"Neukölln";"Sushi";NA;NA;NA;52.4819584;13.4384805
"Aki Sushi";28;"€€";"Rubensstr. 122";"Schöneberg";"Sushi";NA;NA;NA;52.46349;13.3442201
"le Viet-Thai-sushi";1;"€";"Maaßenstr. 9";"Schöneberg";"Sushi";"Vietnamesisch";"Thailändisch";NA;52.4977866;13.354704
"Duc Tam Quan";8;"€";"Neue Bahnhofstr. 8";"Friedrichshain";"Vietnamesisch";"Sushi";NA;NA;52.5064066;13.470826
"Eden Restaurant";7;NA;"Rosenstr. 19";"Mitte";"Vietnamesisch";"Sushi";NA;NA;52.5216976;13.4049481
"Sy Sushi Vietnam Restaurant";119;"€€";"Kantstr. 54";"Charlottenburg";"Vietnamesisch";"Sushi";NA;NA;52.5069161;13.3084781
"Yokozuna";5;NA;"Torstr. 41";"Prenzlauer Berg";"Sushi";NA;NA;NA;52.5287116;13.4112831
"You Me";37;"€€";"Samariterstr. 40";"Friedrichshain";"Sushi";"Thailändisch";NA;NA;52.515317;13.4645964
"Qilin Kitchen";2;NA;"Hauptstr. 163";"Schöneberg";"Japanisch";"Sushi";NA;NA;52.4910936;13.3613216
"Kisso";9;NA;"Rheinstr. 44";"Steglitz";"Sushi";"Vietnamesisch";NA;NA;52.465997;13.3300153
"edo";33;"€€";"Rosmarinstr. 8 / 9";"Mitte";"Sushi";"Buffet";NA;NA;52.516137;13.3897752
"Sushi Club";97;"€";"Düppelstr. 41";"Steglitz";"Sushi";NA;NA;NA;52.4571351;13.322445
"Sushi Em";17;"€€";"Emser Str. 25";"Wilmersdorf";"Sushi";NA;NA;NA;52.4972417;13.3204219
"Aki Tatsu";81;"€";"Bergmannstr. 93";"Bergmannkiez";"Sushi";NA;NA;NA;52.489431;13.392428
"Mrhai Kabuki";68;"€€€";"Olivaer Platz 9";"Wilmersdorf";"Sushi";NA;NA;NA;52.49907;13.3167
"Vinpearl";33;"€€";"Raumerstr. 14A";"Prenzlauer Berg";"Vietnamesisch";"Sushi";NA;NA;52.5420391;13.4199299
"Chopstix";21;"€€";"Dircksenstr. 35";"Mitte";"Sushi";"Asiatisch";NA;NA;52.5228184;13.4095516
"Sushi King";9;"€€";"Richard Wagner Str. 49";"Charlottenburg";"Sushi";"Lieferservice";"Asiatisch";NA;52.5163035;13.3063254
"Arom Di";31;"€€";"Dietzgenstr. 43";"Pankow";"Thailändisch";"Sushi";NA;NA;52.5843285;13.4024205
"Sushi Yana";0;NA;"Medebacher Weg 12";"Reinickendorf";"Sushi";NA;NA;NA;52.5867308;13.2810612
"Dudu31";35;"€€€";"Bleibtreustr. 31";"Charlottenburg";"Vietnamesisch";"Sushi";NA;NA;52.5001928;13.3194546
"Ishin";11;NA;"Litfaßplatz 1";"Mitte";"Sushi";NA;NA;NA;52.5219449;13.4036132
"Lang Xua";2;NA;"Frankfurter Tor 5";"Friedrichshain";"Vietnamesisch";"Sushi";NA;NA;52.5162629;13.4547979
"Shochiku Sushi-Bar";3;"€";"Brückenstr. 3";"Mitte";"Sushi";NA;NA;NA;52.4570564;13.5109197
"Gao";4;NA;"Landsberger Allee 68D";"Friedrichshain";"Vietnamesisch";"Sushi";NA;NA;52.5257791;13.4468392
"Sumo";3;NA;"Wilmersdorfer Str. 78";"Charlottenburg";"Sushi";"Asiatisch";NA;NA;52.5024799;13.3072455
"Smart Deli";7;"€€";"Novalisstr. 2";"Mitte";"Sushi";"Japanisch";NA;NA;52.52817;13.3891001
"Sushi Yana";3;NA;"Flughafenstr. 76";"Neukölln";"Sushi";NA;NA;NA;52.4806624;13.4223432
"Azuma";7;"€€";"Rudower Chaussee 9";"Treptow";"Sushi";NA;NA;NA;52.4329735;13.5369939
"Sweet Cocos";44;"€€";"Hauptstr. 82";"Schöneberg";"Sushi";"Thailändisch";NA;NA;52.472522;13.3370372
"TTP Sushi";1;NA;"Kantstr. 134a";"Charlottenburg";"Sushi";NA;NA;NA;52.5059;13.3162
"Kamiko Sushi";14;"€";"Bergmannstr. 89";"Bergmannkiez";"Sushi";"Vietnamesisch";"Asiatische Fusionsküche";NA;52.4893834;13.3931962
"Nam Kio";3;NA;"Kurfürstendamm 131";"Wilmersdorf";"Vietnamesisch";"Sushi";"Vegetarisch";NA;52.4970836;13.2924584
"Umi Gendai No Kaishaku";1;NA;"Müllerstr. 55a";"Wedding";"Asiatische Fusionsküche";"Sushi";"Japanisch";NA;52.5536578;13.3467468
"NÔM NÔM SUSHI";1;NA;"Hedwig Wachenheim Str. 14";"Friedrichshain";"Vietnamesisch";"Sushi";NA;NA;52.5044315;13.4433308
"Sushi For You";7;"€€";"Allee der Kosmonauten 151c";"Marzahn";"Lieferservice";"Sushi";NA;NA;52.53427;13.5515
"Goldene Drachen";5;NA;"Klosterstr. 5a";"Spandau";"Sushi";NA;NA;NA;52.5326203;13.1971186
"Thai-Nippon Sushi-Bar";4;"€";"Buckower Chaussee 100 - 102";"Tempelhof";"Sushi";"Thailändisch";NA;NA;52.410474;13.3817438
"Yoko Sushi";4;NA;"Wilhelmstr. 24";"Kreuzberg";"Sushi";NA;NA;NA;52.5201825;13.185656
"namu";72;"€€";"Oranienburger Str. 17";"Mitte";"Sushi";"Vietnamesisch";NA;NA;52.5240721;13.3975879
"Asia Dream";30;"€";"Prenzlauer Allee 89";"Prenzlauer Berg";"Sushi";"Vietnamesisch";"Asiatisch";NA;52.5452033;13.4280263
"Sushi for you";12;"€€";"Marienfelder Allee 24a";"Tempelhof";"Sushi";NA;NA;NA;52.4231457;13.3710406
"Miyaki Sushi Lounge";19;"€€";"Raumerstr. 28-29";"Prenzlauer Berg";"Sushi";NA;NA;NA;52.5413851;13.4238047
"26 Shibuya";2;NA;"Kastanienallee 26";"Prenzlauer Berg";"Japanisch";"Sushi";NA;NA;52.5376939;13.4077236
"Enzo Sushi Bar";2;NA;"Marienburger Str. 38";"Prenzlauer Berg";"Sushi";NA;NA;NA;52.5347556;13.4251497
"Sushi Circle";33;"€€€";"Rosenthaler Str. 2";"Mitte";"Sushi";NA;NA;NA;52.5292062;13.4014265
"Yoko Sushi";1;NA;"Martin-Luther-Str. 41";"Schöneberg";"Sushi";NA;NA;NA;52.4936537;13.3458766
"California Sushi";4;"€€";"Wilmersdorfer Str. 94";"Charlottenburg";"Sushi";"Vietnamesisch";NA;NA;52.5012846;13.3078878
"21 Sushi & Shisha";2;NA;"Uhlandstr. 142";"Wilmersdorf";"Shisha Bar";"Sushi";NA;NA;52.4949189;13.3242146
"Viet Bowl";2;NA;"Marlene-Dietrich-Platz 1";"Tiergarten";"Vietnamesisch";"Sushi";NA;NA;52.5070442;13.3720023
"Thanh Restaurant";24;"€€";"Göhrener Str. 6";"Prenzlauer Berg";"Vietnamesisch";"Sushi";NA;NA;52.5416705;13.4210762
"Viet Nam & Sushi Bar";2;"€";"Prenzlauer Allee 43";"Prenzlauer Berg";"Vietnamesisch";"Sushi";NA;NA;52.53611;13.42284
"Umami Sushi";3;NA;"Brückenstr. 5a";"Mitte";"Japanisch";"Sushi";NA;NA;52.5132373;13.4177761
"Mika Sushi";2;NA;"Fehlerstr. 1";"Schöneberg";"Sushi";NA;NA;NA;52.47681;13.3262401
"Vietnam Restaurant";2;NA;"Unter den Linden 12";"Mitte";"Sushi";"Vietnamesisch";NA;NA;52.5174559;13.3901561
"Hung Anh";3;NA;"Chausseestr. 130";"Mitte";"Vietnamesisch";"Sushi";NA;NA;52.527607;13.3864059
"Van May";17;"€";"Schlossstr. 33";"Charlottenburg";"Vietnamesisch";"Sushi";NA;NA;52.4579966;13.3214043
"Sushi For You";15;"€€";"Heinrich-Heine-Str. 29";"Mitte";"Lieferservice";"Sushi";NA;NA;52.5067624;13.4137248
"Sushi Number One";48;"€€";"Stargarder Str. 13";"Prenzlauer Berg";"Sushi";"Vietnamesisch";NA;NA;52.5466222;13.4173774
"Akio Sushi";0;"€€";"Friedrich-Karl-Str. 9";"Tempelhof";"Sushi";NA;NA;NA;52.4557245;13.3820582
"Abonim";32;"€€";"Wisbyer Str. 69";"Pankow";"Koreanisch";"Sushi";NA;NA;52.5538109;13.4169932
"Linh Linh";20;"€";"Stresemannstr. 105";"Kreuzberg";"Sushi";"Asiatisch";NA;NA;52.50601;13.37999
"Royal Asia";2;NA;"Wattstr. 12";"Spandau";"Sushi";"Asiatisch";NA;NA;52.5369881;13.266326
"YUMMY";0;NA;"Moritzstr. 24";"Spandau";"Sushi";"Vietnamesisch";NA;NA;52.5375978;13.2033455
"Reisschale";58;"€";"Hasenheide 9";"Kreuzberg";"Vietnamesisch";"Thailändisch";"Sushi";NA;52.4874443;13.4223709
"Yoko Sushi";26;"€€";"Wollankstr. 13";"Pankow";"Sushi";NA;NA;NA;52.5665607;13.3961034
"Bento Sushi Asia-Food";1;"€";"Kaiserin-Augusta-Allee 96";"Tiergarten";"Sushi";NA;NA;NA;52.5256526;13.3168941
"Quan Hai Co";0;NA;"Arminiusstr. 2 - 4";"Tiergarten";"Vietnamesisch";"Sushi";NA;NA;52.527491;13.3385216
"Thai Nippon Sushi Bar";0;NA;"Sewanstr. 4";"Lichtenberg";"Sushi";"Asiatisch";NA;NA;52.4991172;13.4969653
"Pho & more";6;"€€€€";"Jüdenstr. 17";"Spandau";"Sushi";"Vietnamesisch";NA;NA;52.5184573;13.4091895
"sashimi sushi lounge";30;"€€";"Maaßenstr. 9";"Schöneberg";"Sushi";"Asiatisch";NA;NA;52.4977866;13.354704
"Bamboo";17;"€€";"Machnower Str. 23";"Zehlendorf";"Vietnamesisch";"Sushi";NA;NA;52.4286298;13.2562401
"Little Tokyo";8;"€";"Kaiser-Friedrich-Str. 1";"Charlottenburg";"Sushi";NA;NA;NA;52.5192583;13.2992178
"Kochi";1;"€€";"Bergmannstr. 89";"Bergmannkiez";"Sushi";"Asiatisch";NA;NA;52.4893834;13.3931962
"Hikari Sushi";0;NA;"Machnower Str. 15";"Zehlendorf";"Sushi";NA;NA;NA;52.4297432;13.257267
"Mirami Sushi Restaurant";3;NA;"Stresemannstr. 48";"Kreuzberg";"Sushi";"Asiatisch";NA;NA;52.5017767;13.3862946
"Chotto";3;NA;"Kollwitzstr. 84";"Prenzlauer Berg";"Sushi";"Ramen";NA;NA;52.53778;13.41999
"Asia Food-Sushi";2;NA;"Genthiner Str. 50";"Tiergarten";"Sushi";NA;NA;NA;52.501686;13.3580878
"iiu";43;"€€";"Oranienstr. 10 - 11";"Kreuzberg";"Sushi";"Asiatisch";NA;NA;52.5001778;13.4242778
"Papaya";105;"€€";"Krossener Str. 11";"Friedrichshain";"Thailändisch";NA;NA;NA;52.5106795;13.4581899
"Kamala";62;"€€";"Oranienburger Str. 69";"Mitte";"Thailändisch";NA;NA;NA;52.5248421;13.3925536
"Restaurant Van-Long";48;"€€";"Reinhardtstr. 8";"Mitte";"Vietnamesisch";"Thailändisch";NA;NA;52.5238589;13.3863754
"myThais";52;"€";"Krumme Str. 35";"Charlottenburg";"Thailändisch";NA;NA;NA;52.5090406;13.3090336
"DAO by Meo";82;"€€";"Kantstr. 133";"Charlottenburg";"Thailändisch";"Kochschule";NA;NA;52.5060669;13.3150643
"Yes Haus";2;NA;"Berliner Str. 109";"Reinickendorf";"Thailändisch";NA;NA;NA;52.56422;13.41326
"Thai Window Asia";61;"€";"Torstr. 22";"Mitte";"Thailändisch";NA;NA;NA;52.5277516;13.4129984
"Suksan";74;"€€";"Ansbacher Str.4";"Schöneberg";"Thailändisch";NA;NA;NA;52.5042882;13.3424363
"Tonsai Thai-Restaurant";49;"€€";"Kaiserin-Augusta-Str. 73";"Tempelhof";"Thailändisch";NA;NA;NA;52.4594338;13.3819884
"Taleh Thai";68;"€€";"Käthe-Niederkirchner-Str. 14";"Prenzlauer Berg";"Thailändisch";NA;NA;NA;52.5304337;13.4315252
"Mao Thai";106;"€€€";"Wörther Str. 30";"Prenzlauer Berg";"Thailändisch";NA;NA;NA;52.5364455;13.4198633
"Carabao";55;"€€";"Hornstr. 4";"Kreuzberg";"Bar";"Thailändisch";NA;NA;52.4942803;13.3823314
"Ratana";17;"€€";"Bundesallee 95";"Schöneberg";"Thailändisch";NA;NA;NA;52.4664461;13.3279442
"Restaurant Goodtime";60;"€€€";"Teltower Damm 46";"Zehlendorf";"Indonesisch";"Thailändisch";NA;NA;52.42979;13.25933
"Pagode Thai Kitchen";124;"€€";"Bergmannstr. 88";"Bergmannkiez";"Thailändisch";NA;NA;NA;52.489343;13.3935502
"Thai-Elephant";80;"€€";"Fasanenstr. 15";"Charlottenburg";"Thailändisch";NA;NA;NA;52.5044759;13.3274366
"Nithan Thai";14;"€€€";"Chausseestr. 5";"Mitte";"Thailändisch";NA;NA;NA;52.5280788;13.3872605
"Dokmai Thai-Restaurant";37;"€€";"Muthesiusstr. 38";"Steglitz";"Thailändisch";NA;NA;NA;52.4602813;13.3176973
"Transit";278;"€€";"Rosenthaler Str. 68";"Mitte";"Indonesisch";"Thailändisch";NA;NA;52.5286435;13.4022783
"Mai Phai";85;"€€";"Feuerbachstr. 16";"Steglitz";"Thailändisch";NA;NA;NA;52.46309;13.32884
"Som Tam";9;"€€";"Sächsische Str. 1";"Wilmersdorf";"Thailändisch";NA;NA;NA;52.4993217;13.3188333
"Maothai Charite";0;NA;"Reinhardtstr. 43";"Mitte";"Thailändisch";NA;NA;NA;52.5223703;13.3788581
"Thung Thai Restaurant";1;NA;"Düppelstr. 41";"Steglitz";"Thailändisch";NA;NA;NA;52.4571351;13.322445
"Kinnaree Thai";13;"€€";"Südstern 14";"Kreuzberg";"Thailändisch";NA;NA;NA;52.4886366;13.4071974
"Thai Restaurant Sida";43;"€€";"Ahornstr. 32";"Steglitz";"Thailändisch";NA;NA;NA;52.4604673;13.3231439
"Papaya";33;"€€";"Winterfeldtstr. 42";"Schöneberg";"Thailändisch";NA;NA;NA;52.49731;13.35405
